"LOCATION"	"STRAND"	"LENGTH"	"PID"	"GENE"	"SYNNYM"	"CODE"	"COG"	"PRODUCT"	"CHRM"	"ORG"
"843487..844050"	"-"	187	398365975	"-"	"YLR358C"	"-"	"-"	"hypothetical protein"	12	2
"844282..845730"	"+"	482	6323391	"ADE13"	"YLR359W"	"-"	"-"	"adenylosuccinase ADE13"	12	2
"846103..847422"	"+"	439	398365983	"VPS38"	"YLR360W"	"-"	"-"	"Vps38p"	12	2
"847388..849124"	"-"	578	6323393	"DCR2"	"YLR361C"	"-"	"-"	"Dcr2p"	12	2
"849383..849679"	"-"	98	398365989	"-"	"YLR361C-A"	"-"	"-"	"hypothetical protein"	12	2
"849866..852019"	"+"	717	6323394	"STE11"	"YLR362W"	"-"	"-"	"Ste11p"	12	2
"852495..853151"	"-"	218	398365997	"NMD4"	"YLR363C"	"-"	"-"	"Nmd4p"	12	2
"853461..853718"	"+"	85	13129181	"-"	"YLR363W-A"	"-"	"-"	"hypothetical protein"	12	2
"854062..854391"	"+"	109	398365999	"GRX8"	"YLR364W"	"-"	"-"	"glutathione-disulfide reductase GRX8"	12	2
"856442..857317"	"+"	130	6323399	"RPS22B"	"YLR367W"	"-"	"-"	"ribosomal 40S subunit protein S22B"	12	2
"857540..859336"	"+"	598	398366011	"MDM30"	"YLR368W"	"-"	"-"	"SCF ubiquitin ligase complex subunit MDM30"	12	2
"859552..861525"	"+"	657	6323401	"SSQ1"	"YLR369W"	"-"	"-"	"Hsp70 family ATPase SSQ1"	12	2
"861718..862254"	"-"	178	398366017	"ARC18"	"YLR370C"	"-"	"-"	"Arc18p"	12	2
"862714..866784"	"+"	1356	6323403	"ROM2"	"YLR371W"	"-"	"-"	"Rom2p"	12	2
"867354..868391"	"+"	345	398366027	"SUR4"	"YLR372W"	"-"	"-"	"fatty acid elongase SUR4"	12	2
"868662..871367"	"-"	901	6323405	"VID22"	"YLR373C"	"-"	"-"	"Vid22p"	12	2
"871697..872728"	"+"	343	398366033	"STP3"	"YLR375W"	"-"	"-"	"Stp3p"	12	2
"872826..873554"	"-"	242	6323408	"PSY3"	"YLR376C"	"-"	"-"	"Psy3p"	12	2
"873746..874792"	"-"	348	398366041	"FBP1"	"YLR377C"	"-"	"-"	"fructose 1,6-bisphosphate 1-phosphatase"	12	2
"875736..877178"	"-"	480	6323411	"SEC61"	"YLR378C"	"-"	"-"	"Sec61p"	12	2
"878282..879508"	"+"	408	398366045	"CSR1"	"YLR380W"	"-"	"-"	"Csr1p"	12	2
"879723..881924"	"+"	733	6323413	"CTF3"	"YLR381W"	"-"	"-"	"Ctf3p"	12	2
"882067..884751"	"-"	894	398366053	"NAM2"	"YLR382C"	"-"	"-"	"leucine--tRNA ligase NAM2"	12	2
"885288..888632"	"+"	1114	6323415	"SMC6"	"YLR383W"	"-"	"-"	"DNA repair protein SMC6"	12	2
"888851..892900"	"-"	1349	398366061	"IKI3"	"YLR384C"	"-"	"-"	"Elongator subunit IKI3"	12	2
"892992..893390"	"-"	132	6323417	"SWC7"	"YLR385C"	"-"	"-"	"Swc7p"	12	2
"893628..896270"	"+"	880	398366065	"VAC14"	"YLR386W"	"-"	"-"	"Vac14p"	12	2
"896374..897672"	"-"	432	6323419	"REH1"	"YLR387C"	"-"	"-"	"Reh1p"	12	2
"898651..898821"	"+"	56	398366075	"RPS29A"	"YLR388W"	"-"	"-"	"ribosomal 40S subunit protein S29A"	12	2
"899577..902660"	"-"	1027	42742289	"STE23"	"YLR389C"	"-"	"-"	"Ste23p"	12	2
"903066..903404"	"+"	112	398366079	"ECM19"	"YLR390W"	"-"	"-"	"Ecm19p"	12	2
"903724..904440"	"+"	238	6323423	"CCW14"	"YLR390W-A"	"-"	"-"	"Ccw14p"	12	2
"904749..906305"	"-"	518	398366091	"ART10"	"YLR392C"	"-"	"-"	"Art10p"	12	2
"907079..907918"	"+"	279	6323425	"ATP10"	"YLR393W"	"-"	"-"	"Atp10p"	12	2
"907950..909398"	"+"	482	398366103	"CST9"	"YLR394W"	"-"	"-"	"SUMO ligase CST9"	12	2
"909729..909965"	"-"	78	6323427	"COX8"	"YLR395C"	"-"	"-"	"cytochrome c oxidase subunit VIII"	12	2
"910235..912310"	"-"	691	398366111	"VPS33"	"YLR396C"	"-"	"-"	"Vps33p"	12	2
"912550..914892"	"-"	780	6323429	"AFG2"	"YLR397C"	"-"	"-"	"AAA family ATPase AFG2"	12	2
"915156..919019"	"-"	1287	398366119	"SKI2"	"YLR398C"	"-"	"-"	"Ski2p"	12	2
"919536..921596"	"-"	686	6323431	"BDF1"	"YLR399C"	"-"	"-"	"Bdf1p"	12	2
"922442..924448"	"-"	668	398366123	"DUS3"	"YLR401C"	"-"	"-"	"Dus3p"	12	2
"925568..927619"	"+"	683	6323435	"SFP1"	"YLR403W"	"-"	"-"	"Sfp1p"	12	2
"928743..929600"	"+"	285	398366135	"FLD1"	"YLR404W"	"-"	"-"	"Fld1p"	12	2
"929789..930892"	"+"	367	6323437	"DUS4"	"YLR405W"	"-"	"-"	"Dus4p"	12	2
"673828..673944"	"-"	38	33438841	"-"	"YLR264C-A"	"-"	"-"	"hypothetical protein"	12	2
"674427..675455"	"-"	342	6323295	"NEJ1"	"YLR265C"	"-"	"-"	"Nej1p"	12	2
"675619..677724"	"-"	701	6323296	"PDR8"	"YLR266C"	"-"	"-"	"Pdr8p"	12	2
"678212..679924"	"+"	570	6323297	"BOP2"	"YLR267W"	"-"	"-"	"Bop2p"	12	2
"680200..680844"	"+"	214	6323298	"SEC22"	"YLR268W"	"-"	"-"	"Sec22p"	12	2
"681186..682238"	"+"	350	6323299	"DCS1"	"YLR270W"	"-"	"-"	"Dcs1p"	12	2
"682737..683561"	"+"	274	6323301	"-"	"YLR271W"	"-"	"-"	"hypothetical protein"	12	2
"683672..687202"	"-"	1176	6323302	"YCS4"	"YLR272C"	"-"	"-"	"Ycs4p"	12	2
"689083..691029"	"-"	648	6323303	"PIG1"	"YLR273C"	"-"	"-"	"Pig1p"	12	2
"691555..693882"	"+"	775	6323304	"MCM5"	"YLR274W"	"-"	"-"	"Mcm5p"	12	2
"694378..694800"	"+"	110	6323305	"SMD2"	"YLR275W"	"-"	"-"	"Smd2p"	12	2
"695046..696830"	"-"	594	6323306	"DBP9"	"YLR276C"	"-"	"-"	"Dbp9p"	12	2
"697156..699495"	"-"	779	6323307	"YSH1"	"YLR277C"	"-"	"-"	"Ysh1p"	12	2
"699999..704024"	"-"	1341	6323308	"-"	"YLR278C"	"-"	"-"	"hypothetical protein"	12	2
"704493..704960"	"-"	155	6323311	"-"	"YLR281C"	"-"	"-"	"hypothetical protein"	12	2
"705186..706130"	"+"	314	6323312	"-"	"YLR283W"	"-"	"-"	"hypothetical protein"	12	2
"706198..707040"	"-"	280	6323314	"ECI1"	"YLR284C"	"-"	"-"	"dodecenoyl-CoA isomerase"	12	2
"707360..708145"	"+"	261	6323315	"NNT1"	"YLR285W"	"-"	"-"	"Nnt1p"	12	2
"708168..708338"	"-"	56	33438842	"-"	"YLR285C-A"	"-"	"-"	"hypothetical protein"	12	2
"708448..710136"	"-"	562	6323316	"CTS1"	"YLR286C"	"-"	"-"	"Cts1p"	12	2
"710991..712058"	"-"	355	6323317	"-"	"YLR287C"	"-"	"-"	"hypothetical protein"	12	2
"712537..713158"	"-"	63	6323318	"RPS30A"	"YLR287C-A"	"-"	"-"	"ribosomal 40S subunit protein S30A"	12	2
"713480..714904"	"-"	474	6323319	"MEC3"	"YLR288C"	"-"	"-"	"Mec3p"	12	2
"715089..717026"	"+"	645	6323320	"GUF1"	"YLR289W"	"-"	"-"	"Guf1p"	12	2
"717145..717978"	"-"	277	6323321	"-"	"YLR290C"	"-"	"-"	"hypothetical protein"	12	2
"718317..719462"	"-"	381	6323322	"GCD7"	"YLR291C"	"-"	"-"	"Gcd7p"	12	2
"719789..720370"	"-"	193	6323323	"SEC72"	"YLR292C"	"-"	"-"	"Sec72p"	12	2
"720771..721430"	"-"	219	6323324	"GSP1"	"YLR293C"	"-"	"-"	"Gsp1p"	12	2
"721999..722373"	"-"	124	6323326	"ATP14"	"YLR295C"	"-"	"-"	"F1F0 ATP synthase subunit h"	12	2
"724044..724433"	"+"	129	6323328	"-"	"YLR297W"	"-"	"-"	"hypothetical protein"	12	2
"724721..725416"	"-"	231	6323329	"YHC1"	"YLR298C"	"-"	"-"	"Yhc1p"	12	2
"726069..728051"	"+"	660	6323330	"ECM38"	"YLR299W"	"-"	"-"	"gamma-glutamyltransferase"	12	2
"728955..730301"	"+"	448	6323331	"EXG1"	"YLR300W"	"-"	"-"	"Exg1p"	12	2
"730825..731559"	"+"	244	6323332	"HRI1"	"YLR301W"	"-"	"-"	"Hri1p"	12	2
"732542..733876"	"+"	444	6323333	"MET17"	"YLR303W"	"-"	"-"	"bifunctional cysteine synthase/O-acetylhomoserine aminocarboxypropyltransferase MET17"	12	2
"735212..737548"	"-"	778	6323335	"ACO1"	"YLR304C"	"-"	"-"	"aconitate hydratase ACO1"	12	2
"738161..743863"	"-"	1900	6323336	"STT4"	"YLR305C"	"-"	"-"	"1-phosphatidylinositol 4-kinase STT4"	12	2
"744151..744851"	"+"	188	6323337	"UBC12"	"YLR306W"	"-"	"-"	"NEDD8-conjugating protein UBC12"	12	2
"745620..746525"	"+"	301	6323338	"CDA1"	"YLR307W"	"-"	"-"	"chitin deacetylase CDA1"	12	2
"746848..747111"	"-"	87	33438843	"-"	"YLR307C-A"	"-"	"-"	"hypothetical protein"	12	2
"747937..748875"	"+"	312	6323339	"CDA2"	"YLR308W"	"-"	"-"	"chitin deacetylase CDA2"	12	2
"749034..751769"	"-"	911	6323340	"IMH1"	"YLR309C"	"-"	"-"	"Imh1p"	12	2
"752224..756993"	"-"	1589	6323341	"CDC25"	"YLR310C"	"-"	"-"	"Cdc25p"	12	2
"757637..758833"	"-"	398	6323343	"-"	"YLR312C"	"-"	"-"	"hypothetical protein"	12	2
"759480..760241"	"+"	253	116006497	"MRPL15"	"YLR312W-A"	"-"	"-"	"mitochondrial 54S ribosomal protein YmL15"	12	2
"760750..762342"	"-"	530	330443674	"SPH1"	"YLR313C"	"-"	"-"	"Sph1p"	12	2
"762575..764137"	"-"	520	330443676	"CDC3"	"YLR314C"	"-"	"-"	"septin CDC3"	12	2
"764808..765269"	"+"	153	6323347	"NKP2"	"YLR315W"	"-"	"-"	"Nkp2p"	12	2
"765266..766358"	"-"	322	9755339	"TAD3"	"YLR316C"	"-"	"-"	"Tad3p"	12	2
"766542..769196"	"+"	884	330443678	"EST2"	"YLR318W"	"-"	"-"	"Est2p"	12	2
"769318..771684"	"-"	788	6323351	"BUD6"	"YLR319C"	"-"	"-"	"Bud6p"	12	2
"771940..776304"	"+"	1454	6323352	"MMS22"	"YLR320W"	"-"	"-"	"Mms22p"	12	2
"776584..777864"	"-"	426	6323354	"SFH1"	"YLR321C"	"-"	"-"	"Sfh1p"	12	2
"778173..778952"	"-"	259	6323355	"CWC24"	"YLR323C"	"-"	"-"	"Cwc24p"	12	2
"779215..780786"	"+"	523	6323356	"PEX30"	"YLR324W"	"-"	"-"	"Pex30p"	12	2
"781143..781379"	"-"	78	6323357	"RPL38"	"YLR325C"	"-"	"-"	"ribosomal 60S subunit protein L38"	12	2
"782174..782896"	"+"	240	6323358	"-"	"YLR326W"	"-"	"-"	"hypothetical protein"	12	2
"783127..783387"	"-"	86	6323359	"TMA10"	"YLR327C"	"-"	"-"	"Tma10p"	12	2
"784913..786118"	"+"	401	6323360	"NMA1"	"YLR328W"	"-"	"-"	"nicotinamide-nucleotide adenylyltransferase NMA1"	12	2
"786442..787333"	"+"	264	85666120	"REC102"	"YLR329W"	"-"	"-"	"Rec102p"	12	2
"787664..789679"	"+"	671	6323362	"CHS5"	"YLR330W"	"-"	"-"	"Chs5p"	12	2
"790676..791806"	"+"	376	6323363	"MID2"	"YLR332W"	"-"	"-"	"Mid2p"	12	2
"795573..795899"	"-"	108	6323365	"RPS25B"	"YLR333C"	"-"	"-"	"ribosomal 40S subunit protein S25B"	12	2
"797430..799592"	"+"	720	6323367	"NUP2"	"YLR335W"	"-"	"-"	"Nup2p"	12	2
"541937..543304"	"-"	455	6323224	"NMT1"	"YLR195C"	"-"	"-"	"Nmt1p"	12	2
"543968..545698"	"+"	576	6323225	"PWP1"	"YLR196W"	"-"	"-"	"Pwp1p"	12	2
"546097..547611"	"+"	504	6323226	"NOP56"	"YLR197W"	"-"	"-"	"Nop56p"	12	2
"547853..548769"	"-"	276	37362679	"PBA1"	"YLR199C"	"-"	"-"	"Pba1p"	12	2
"549012..549356"	"+"	114	6323229	"YKE2"	"YLR200W"	"-"	"-"	"Yke2p"	12	2
"549511..550293"	"-"	260	6323230	"COQ9"	"YLR201C"	"-"	"-"	"Coq9p"	12	2
"550650..551960"	"-"	436	6323232	"MSS51"	"YLR203C"	"-"	"-"	"Mss51p"	12	2
"552270..552605"	"+"	111	6323233	"QRI5"	"YLR204W"	"-"	"-"	"Qri5p"	12	2
"552724..553677"	"-"	317	42742287	"HMX1"	"YLR205C"	"-"	"-"	"Hmx1p"	12	2
"554578..556419"	"+"	613	6323235	"ENT2"	"YLR206W"	"-"	"-"	"Ent2p"	12	2
"556788..559289"	"+"	833	6323236	"HRD3"	"YLR207W"	"-"	"-"	"ubiquitin ligase complex subunit HRD3"	12	2
"559551..560444"	"+"	297	6323237	"SEC13"	"YLR208W"	"-"	"-"	"Sec13p"	12	2
"560797..561732"	"-"	311	6323238	"PNP1"	"YLR209C"	"-"	"-"	"purine-nucleoside phosphorylase"	12	2
"562008..563390"	"+"	460	6323239	"CLB4"	"YLR210W"	"-"	"-"	"Clb4p"	12	2
"563792..564531"	"-"	226	9755338	"-"	"YLR211C"	"-"	"-"	"hypothetical protein"	12	2
"564860..566281"	"-"	473	6323241	"TUB4"	"YLR212C"	"-"	"-"	"Tub4p"	12	2
"566654..567922"	"-"	422	6323242	"CRR1"	"YLR213C"	"-"	"-"	"Crr1p"	12	2
"568567..570627"	"+"	686	6323243	"FRE1"	"YLR214W"	"-"	"-"	"Fre1p"	12	2
"570776..571858"	"-"	360	6323244	"CDC123"	"YLR215C"	"-"	"-"	"Cdc123p"	12	2
"572096..573211"	"-"	371	6323246	"CPR6"	"YLR216C"	"-"	"-"	"peptidylprolyl isomerase CPR6"	12	2
"573466..573918"	"-"	150	6323247	"COA4"	"YLR218C"	"-"	"-"	"Coa4p"	12	2
"574151..576337"	"+"	728	6323248	"MSC3"	"YLR219W"	"-"	"-"	"Msc3p"	12	2
"576825..577793"	"+"	322	6323249	"CCC1"	"YLR220W"	"-"	"-"	"Ccc1p"	12	2
"578362..579024"	"-"	220	6323250	"RSA3"	"YLR221C"	"-"	"-"	"Rsa3p"	12	2
"579318..581771"	"-"	817	6323251	"UTP13"	"YLR222C"	"-"	"-"	"Utp13p"	12	2
"582233..585490"	"-"	1085	6323252	"IFH1"	"YLR223C"	"-"	"-"	"Ifh1p"	12	2
"586464..587573"	"+"	369	6323253	"-"	"YLR224W"	"-"	"-"	"hypothetical protein"	12	2
"587695..588918"	"-"	407	6323254	"-"	"YLR225C"	"-"	"-"	"hypothetical protein"	12	2
"589354..590541"	"+"	395	6323255	"BUR2"	"YLR226W"	"-"	"-"	"Bur2p"	12	2
"590562..592043"	"-"	493	6323256	"ADY4"	"YLR227C"	"-"	"-"	"Ady4p"	12	2
"593438..598706"	"+"	1755	7839187	"-"	"YLR227W-B"	"-"	"-"	"gag-pol fusion protein"	12	2
"593438..594760"	"+"	440	7839186	"-"	"YLR227W-A"	"-"	"-"	"gag protein"	12	2
"600019..602463"	"-"	814	6323257	"ECM22"	"YLR228C"	"-"	"-"	"Ecm22p"	12	2
"604212..604787"	"-"	191	6323259	"CDC42"	"YLR229C"	"-"	"-"	"Cdc42p"	12	2
"605758..607119"	"-"	453	6323261	"BNA5"	"YLR231C"	"-"	"-"	"kynureninase"	12	2
"607425..609524"	"-"	699	6323262	"EST1"	"YLR233C"	"-"	"-"	"Est1p"	12	2
"609783..611753"	"+"	656	6323263	"TOP3"	"YLR234W"	"-"	"-"	"DNA topoisomerase 3"	12	2
"612367..614163"	"+"	598	6323266	"THI7"	"YLR237W"	"-"	"-"	"Thi7p"	12	2
"614755..616191"	"+"	478	6323267	"FAR10"	"YLR238W"	"-"	"-"	"Far10p"	12	2
"616332..617318"	"-"	328	6323268	"LIP2"	"YLR239C"	"-"	"-"	"lipoyl(octanoyl) transferase LIP2"	12	2
"617533..620160"	"+"	875	6323269	"VPS34"	"YLR240W"	"-"	"-"	"phosphatidylinositol 3-kinase VPS34"	12	2
"620473..622821"	"+"	782	6323270	"-"	"YLR241W"	"-"	"-"	"hypothetical protein"	12	2
"622918..623883"	"-"	321	6323271	"ARV1"	"YLR242C"	"-"	"-"	"Arv1p"	12	2
"624203..625021"	"+"	272	6323272	"GPN3"	"YLR243W"	"-"	"-"	"Gpn3p"	12	2
"625168..626331"	"-"	387	6323273	"MAP1"	"YLR244C"	"-"	"-"	"Map1p"	12	2
"626502..626930"	"-"	142	6323274	"CDD1"	"YLR245C"	"-"	"-"	"cytidine deaminase"	12	2
"627118..628197"	"+"	359	6323275	"ERF2"	"YLR246W"	"-"	"-"	"Erf2p"	12	2
"628684..633354"	"-"	1556	6323276	"IRC20"	"YLR247C"	"-"	"-"	"Irc20p"	12	2
"634252..636084"	"+"	610	6323277	"RCK2"	"YLR248W"	"-"	"-"	"Rck2p"	12	2
"636780..639914"	"+"	1044	6323278	"YEF3"	"YLR249W"	"-"	"-"	"Yef3p"	12	2
"640317..641021"	"+"	234	6323279	"SSP120"	"YLR250W"	"-"	"-"	"Ssp120p"	12	2
"641464..642057"	"+"	197	6323280	"SYM1"	"YLR251W"	"-"	"-"	"Sym1p"	12	2
"642627..644336"	"+"	569	6323282	"-"	"YLR253W"	"-"	"-"	"hypothetical protein"	12	2
"644404..644973"	"-"	189	6323283	"NDL1"	"YLR254C"	"-"	"-"	"Ndl1p"	12	2
"646415..650923"	"+"	1502	6323285	"HAP1"	"YLR256W"	"-"	"-"	"Hap1p"	12	2
"651117..652439"	"+"	440	7839188	"-"	"YLR256W-A"	"-"	"-"	"gag protein"	12	2
"658826..659791"	"+"	321	6323286	"-"	"YLR257W"	"-"	"-"	"hypothetical protein"	12	2
"660716..662833"	"+"	705	6323287	"GSY2"	"YLR258W"	"-"	"-"	"glycogen (starch) synthase GSY2"	12	2
"663284..665002"	"-"	572	6323288	"HSP60"	"YLR259C"	"-"	"-"	"chaperone ATPase HSP60"	12	2
"665844..667907"	"+"	687	6323289	"LCB5"	"YLR260W"	"-"	"-"	"sphinganine kinase LCB5"	12	2
"668244..668891"	"-"	215	6323291	"YPT6"	"YLR262C"	"-"	"-"	"Ypt6p"	12	2
"669468..669662"	"-"	64	6323292	"TMA7"	"YLR262C-A"	"-"	"-"	"Tma7p"	12	2
"670340..672823"	"+"	827	6323293	"RED1"	"YLR263W"	"-"	"-"	"Red1p"	12	2
"673131..673334"	"+"	67	6323294	"RPS28B"	"YLR264W"	"-"	"-"	"ribosomal 40S subunit protein S28B"	12	2
"421542..423473"	"-"	643	6323168	"SLS1"	"YLR139C"	"-"	"-"	"Sls1p"	12	2
"423683..424774"	"+"	363	6323170	"RRN5"	"YLR141W"	"-"	"-"	"Rrn5p"	12	2
"425186..426616"	"+"	476	6323171	"PUT1"	"YLR142W"	"-"	"-"	"proline dehydrogenase"	12	2
"427329..429386"	"+"	685	6323172	"DPH6"	"YLR143W"	"-"	"-"	"Dph6p"	12	2
"429677..432016"	"-"	779	6323173	"ACF2"	"YLR144C"	"-"	"-"	"Acf2p"	12	2
"432168..432773"	"+"	201	6323174	"RMP1"	"YLR145W"	"-"	"-"	"Rmp1p"	12	2
"432823..433725"	"-"	300	6323175	"SPE4"	"YLR146C"	"-"	"-"	"spermine synthase"	12	2
"433870..434058"	"+"	62	82795259	"-"	"YLR146W-A"	"-"	"-"	"hypothetical protein"	12	2
"434158..434463"	"-"	101	6323176	"SMD3"	"YLR147C"	"-"	"-"	"Smd3p"	12	2
"434641..437397"	"+"	918	6323177	"PEP3"	"YLR148W"	"-"	"-"	"Pep3p"	12	2
"437631..439823"	"-"	730	6323178	"-"	"YLR149C"	"-"	"-"	"hypothetical protein"	12	2
"440467..441288"	"+"	273	6323179	"STM1"	"YLR150W"	"-"	"-"	"Stm1p"	12	2
"441715..442737"	"-"	340	6323180	"PCD1"	"YLR151C"	"-"	"-"	"Pcd1p"	12	2
"442958..444688"	"-"	576	6323181	"-"	"YLR152C"	"-"	"-"	"hypothetical protein"	12	2
"445524..447575"	"-"	683	6323182	"ACS2"	"YLR153C"	"-"	"-"	"acetate--CoA ligase ACS2"	12	2
"447982..448314"	"-"	110	6323183	"RNH203"	"YLR154C"	"-"	"-"	"Rnh203p"	12	2
"454696..455070"	"+"	124	23270399	"TAR1"	"YLR154W-C"	"-"	"-"	"Tar1p"	12	2
"462522..462671"	"-"	49	33438833	"-"	"YLR154C-G"	"-"	"-"	"hypothetical protein"	12	2
"468827..468958"	"-"	43	33438838	"-"	"YLR154C-H"	"-"	"-"	"hypothetical protein"	12	2
"469317..470405"	"-"	362	6323184	"ASP3-1"	"YLR155C"	"-"	"-"	"asparaginase ASP3-1"	12	2
"472113..472457"	"+"	114	26225099	"-"	"YLR156W"	"-"	"-"	"hypothetical protein"	12	2
"472479..472610"	"-"	43	33438835	"-"	"YLR156C-A"	"-"	"-"	"hypothetical protein"	12	2
"472969..474057"	"-"	362	6323186	"ASP3-2"	"YLR157C"	"-"	"-"	"asparaginase ASP3-2"	12	2
"475764..475976"	"+"	70	33438836	"-"	"YLR157W-D"	"-"	"-"	"hypothetical protein"	12	2
"476333..481601"	"-"	1755	7839185	"-"	"YLR157C-B"	"-"	"-"	"gag-pol fusion protein"	12	2
"480279..481601"	"-"	440	7839184	"-"	"YLR157C-A"	"-"	"-"	"gag protein"	12	2
"481873..482037"	"+"	54	33438837	"-"	"YLR157W-E"	"-"	"-"	"hypothetical protein"	12	2
"482059..482190"	"-"	43	33438834	"-"	"YLR157C-C"	"-"	"-"	"hypothetical protein"	12	2
"482549..483637"	"-"	362	6323187	"ASP3-3"	"YLR158C"	"-"	"-"	"asparaginase ASP3-3"	12	2
"485345..485689"	"+"	114	26225100	"-"	"YLR159W"	"-"	"-"	"hypothetical protein"	12	2
"485711..485842"	"-"	43	33438839	"-"	"YLR159C-A"	"-"	"-"	"hypothetical protein"	12	2
"486201..487289"	"-"	362	6323189	"ASP3-4"	"YLR160C"	"-"	"-"	"asparaginase ASP3-4"	12	2
"488997..489341"	"+"	114	26225101	"-"	"YLR161W"	"-"	"-"	"hypothetical protein"	12	2
"489573..489929"	"+"	118	6323191	"-"	"YLR162W"	"-"	"-"	"hypothetical protein"	12	2
"490406..490594"	"+"	62	33438840	"RRT15"	"YLR162W-A"	"-"	"-"	"Rrt15p"	12	2
"491866..493254"	"-"	462	6323192	"MAS1"	"YLR163C"	"-"	"-"	"Mas1p"	12	2
"493883..494389"	"+"	168	6323193	"SHH4"	"YLR164W"	"-"	"-"	"protein SHH4"	12	2
"494494..495258"	"-"	254	6323194	"PUS5"	"YLR165C"	"-"	"-"	"pseudouridine synthase PUS5"	12	2
"495429..498044"	"-"	871	6323195	"SEC10"	"YLR166C"	"-"	"-"	"Sec10p"	12	2
"498947..499405"	"+"	152	6323196	"RPS31"	"YLR167W"	"-"	"-"	"ubiquitin-ribosomal 40S subunit protein S31 fusion protein"	12	2
"499578..500270"	"-"	230	6323197	"UPS2"	"YLR168C"	"-"	"-"	"Ups2p"	12	2
"500579..501049"	"-"	156	6323200	"APS1"	"YLR170C"	"-"	"-"	"Aps1p"	12	2
"501260..502162"	"-"	300	6323201	"DPH5"	"YLR172C"	"-"	"-"	"diphthine synthase"	12	2
"502421..504247"	"+"	608	6323202	"-"	"YLR173W"	"-"	"-"	"hypothetical protein"	12	2
"504591..505829"	"+"	412	6323203	"IDP2"	"YLR174W"	"-"	"-"	"isocitrate dehydrogenase (NADP(+)) IDP2"	12	2
"506134..507585"	"+"	483	6323204	"CBF5"	"YLR175W"	"-"	"-"	"pseudouridine synthase CBF5"	12	2
"507797..510232"	"-"	811	6323205	"RFX1"	"YLR176C"	"-"	"-"	"Rfx1p"	12	2
"511054..512940"	"+"	628	6323206	"-"	"YLR177W"	"-"	"-"	"hypothetical protein"	12	2
"513162..513821"	"-"	219	6323207	"TFS1"	"YLR178C"	"-"	"-"	"Tfs1p"	12	2
"514108..514713"	"-"	201	6323208	"-"	"YLR179C"	"-"	"-"	"hypothetical protein"	12	2
"515262..516410"	"+"	382	6323209	"SAM1"	"YLR180W"	"-"	"-"	"methionine adenosyltransferase SAM1"	12	2
"516678..517670"	"-"	330	6323210	"VTA1"	"YLR181C"	"-"	"-"	"Vta1p"	12	2
"517940..520351"	"+"	803	6323211	"SWI6"	"YLR182W"	"-"	"-"	"Swi6p"	12	2
"520543..522012"	"-"	489	6323212	"TOS4"	"YLR183C"	"-"	"-"	"Tos4p"	12	2
"522663..523288"	"+"	88	6323214	"RPL37A"	"YLR185W"	"-"	"-"	"ribosomal 60S subunit protein L37A"	12	2
"523632..524390"	"+"	252	6323215	"EMG1"	"YLR186W"	"-"	"-"	"Emg1p"	12	2
"524865..527945"	"+"	1026	6323216	"SKG3"	"YLR187W"	"-"	"-"	"Skg3p"	12	2
"528300..530387"	"+"	695	6323217	"MDL1"	"YLR188W"	"-"	"-"	"ATP-binding cassette permease MDL1"	12	2
"530797..534393"	"-"	1198	6323218	"ATG26"	"YLR189C"	"-"	"-"	"Atg26p"	12	2
"535214..536689"	"+"	491	6323219	"MMR1"	"YLR190W"	"-"	"-"	"Mmr1p"	12	2
"537272..538432"	"+"	386	6323220	"PEX13"	"YLR191W"	"-"	"-"	"Pex13p"	12	2
"538792..539589"	"-"	265	6323221	"HCR1"	"YLR192C"	"-"	"-"	"Hcr1p"	12	2
"540009..540536"	"-"	175	6323222	"UPS1"	"YLR193C"	"-"	"-"	"Ups1p"	12	2
"540809..541573"	"-"	254	6323223	"-"	"YLR194C"	"-"	"-"	"hypothetical protein"	12	2
"271630..273915"	"-"	761	6323098	"MEF1"	"YLR069C"	"-"	"-"	"Mef1p"	12	2
"274141..275211"	"-"	356	6323099	"XYL2"	"YLR070C"	"-"	"-"	"D-xylulose reductase XYL2"	12	2
"275378..278626"	"-"	1082	6323100	"RGR1"	"YLR071C"	"-"	"-"	"Rgr1p"	12	2
"278862..280943"	"+"	693	6323101	"-"	"YLR072W"	"-"	"-"	"hypothetical protein"	12	2
"281019..281621"	"-"	200	6323102	"RFU1"	"YLR073C"	"-"	"-"	"Rfu1p"	12	2
"281956..282456"	"-"	166	6323103	"BUD20"	"YLR074C"	"-"	"-"	"Bud20p"	12	2
"282927..283592"	"+"	221	6323104	"RPL10"	"YLR075W"	"-"	"-"	"ribosomal 60S subunit protein L10"	12	2
"283872..285623"	"+"	583	6323106	"FMP25"	"YLR077W"	"-"	"-"	"Fmp25p"	12	2
"285736..286559"	"-"	244	6323107	"BOS1"	"YLR078C"	"-"	"-"	"Bos1p"	12	2
"286820..287674"	"+"	284	6323108	"SIC1"	"YLR079W"	"-"	"-"	"Sic1p"	12	2
"287916..289250"	"+"	444	6323109	"EMP46"	"YLR080W"	"-"	"-"	"Emp46p"	12	2
"290212..291936"	"+"	574	6323110	"GAL2"	"YLR081W"	"-"	"-"	"Gal2p"	12	2
"292394..293572"	"-"	392	6323111	"SRL2"	"YLR082C"	"-"	"-"	"Srl2p"	12	2
"294091..296094"	"-"	667	6323112	"EMP70"	"YLR083C"	"-"	"-"	"Emp70p"	12	2
