gene,cnt,MW,COG1,gname,LENGTH,PRODUCT,gcmp,isblocked,rxn1,nOR,nAND,gpr
b0085,1,53.3434173,M,murE,495,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate:meso-diaminopimelate ligase,c,FALSE,UAAGDS,0,0,b0085
b3787,1,45.8385718,M,wecC,420,UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase,c,FALSE,UACMAMO,0,0,b3787
b3786,1,42.2444275,M,wecB,376,UDP-N-acetyl glucosamine-2-epimerase,c,FALSE,UAG2E,0,0,b3786
b0181,1,28.0798903,M,lpxA,262,UDP-N-acetylglucosamine acetyltransferase,c,FALSE,UAGAAT,0,1,(b1094 and b0181)
b3189,1,44.8174903,M,murA,419,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,c,FALSE,UAGCVT,0,0,b3189
b0090,1,37.8145781,M,murG,355,N-acetylglucosaminyl transferase,c,FALSE,UAGPT3,0,0,b0090
b0088,1,46.9734724,M,murD,438,UDP-N-acetylmuramoyl-L-alanine:D-glutamate ligase,c,FALSE,UAMAGS,0,0,b0088
b0091,1,53.6257564,M,murC,491,UDP-N-acetylmuramate:L-alanine ligase,c,FALSE,UAMAS,0,0,b0091
b3972,1,37.8508685,M,murB,342,"UDP-N-acetylenolpyruvoylglucosamine reductase, FAD-binding",c,FALSE,UAPGR,0,0,b3972
b0841,2,22.3985647,I,ybjG,198,undecaprenyl pyrophosphate phosphatase,"c,p",FALSE,,,,
b3057,2,29.7586695,V,bacA,273,undecaprenyl pyrophosphate phosphatase,"c,p",FALSE,,,,
b0174,1,28.4440207,I,ispU,253,undecaprenyl pyrophosphate synthase,c,FALSE,UDCPDPS,0,0,b0174
b0759,1,37.2649607,M,galE,338,UDP-galactose-4-epimerase,c,FALSE,UDPG4E,0,0,b0759
b2036,1,42.9656631,M,glf,367,"UDP-galactopyranose mutase, FAD/NAD(P)-binding",c,TRUE,UDPGALM,0,0,b2036
b2028,1,43.6566961,M,ugd,388,UDP-glucose 6-dehydrogenase,c,FALSE,UDPGD,0,0,b2028
b2255,2,74.288566,J,arnA,660,fused UDP-L-Ara4N formyltransferase/UDP-GlcA C-4'-decarboxylase,c,FALSE,,,,
b2253,1,41.6496878,M,arnB,379,"uridine 5'-(beta-1-threo-pentapyranosyl-4-ulose diphosphate) aminotransferase, PLP-dependent",c,FALSE,UDPKAAT,0,0,b2253
b0758,1,39.6455171,C,galT,348,galactose-1-phosphate uridylyltransferase,c,FALSE,UGLT,0,0,b0758
b0505,1,18.1694754,F,allA,160,ureidoglycolate hydrolase,c,FALSE,UGLYCH,0,0,b0505
b0086,1,47.4469629,M,murF,452,UDP-N-acetylmuramoyl-tripeptide:D-alanyl-D-alanine ligase,c,FALSE,UGMDDS,0,0,b0086
b0096,1,33.9557973,M,lpxC,305,UDP-3-O-acyl N-acetylglucosamine deacetylase,c,FALSE,UHGADA,0,0,b0096
b4544,1,12.1919146,,arnE,111,undecaprenyl phosphate-alpha-L-ara4N exporter; flippase ArnEF subunit,cp,FALSE,ULA4Ntppi,0,1,(b4544 and b2258)
b2258,1,14.0851457,,arnF,128,undecaprenyl phosphate-alpha-L-ara4N exporter; flippase ArnEF subunit,cp,FALSE,ULA4Ntppi,0,1,(b4544 and b2258)
b4233,2,49.8739568,M,mpl,457,UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase,c,FALSE,,,,
b0171,1,25.9701911,F,pyrH,241,uridylate kinase,c,FALSE,UMPK,1,0,(b0910 or b0171)
b2256,1,33.1116534,G,arnD,296,undecaprenyl phosphate-alpha-L-ara4FN deformylase,c,FALSE,UPLA4FNF,0,0,b2256
b2254,1,36.339014,M,arnC,322,undecaprenyl phosphate-L-Ara4FN transferase,c,FALSE,UPLA4FNT,0,0,b2254
b3803,1,42.9628267,H,hemX,393,putative uroporphyrinogen III methyltransferase,c,FALSE,UPP3MT,1,0,(b3803 or b3368)
b3804,1,27.7978254,H,hemD,246,uroporphyrinogen III synthase,c,FALSE,UPP3S,0,0,b3804
b3997,1,39.2479895,H,hemE,354,uroporphyrinogen decarboxylase,c,FALSE,UPPDC1,0,0,b3997
b2498,1,22.5331795,F,upp,208,uracil phosphoribosyltransferase,c,FALSE,UPPRT,0,0,b2498
b1011,1,25.2085581,Q,rutB,230,ureidoacrylate amidohydrolase,c,FALSE,URACPAH,0,0,b1011
b2497,1,45.0599485,F,uraA,429,uracil permease,cp,FALSE,URAt2pp,0,0,b2497
b1006,1,45.557258,F,rutG,442,pyrimidine permease,cp,FALSE,URAt2rpp,0,0,b1006
b0517,1,37.9669898,C,allD,349,ureidoglycolate dehydrogenase,c,FALSE,URDGLYCD,0,0,b0517
b0524,1,26.8940815,S,lpxH,240,"UDP-2,3-diacylglucosamine pyrophosphatase",c,FALSE,USHD,0,0,b0524
b4258,1,108.1919409,J,valS,951,valyl-tRNA synthetase,c,TRUE,VALTRS,0,0,b4258
b2683,1,12.0234998,,ygaH,111,"putative L-valine exporter, norvaline resistance",cp,FALSE,VALt2rpp,1,1,(b0401 or (b2683 and b2682))
b2682,1,26.1075949,E,ygaZ,245,"putative L-valine exporter, norvaline resistance",cp,FALSE,VALt2rpp,1,1,(b0401 or (b2683 and b2682))
b3572,1,46.7110703,E,avtA,417,valine-pyruvate aminotransferase 1,c,FALSE,VPAMTr,0,0,b3572
b4197,1,32.0065299,G,ulaE,284,L-xylulose 5-phosphate 3-epimerase,c,FALSE,X5PL3E,0,0,b4197
b2882,1,49.1081007,F,xanQ,466,xanthine permease,cp,FALSE,XANt2pp,1,0,(b3654 or b2882)
b3565,2,49.7418047,G,xylA,440,D-xylose isomerase,c,FALSE,,,,
b3577,1,17.5157984,G,yiaM,157,"L-dehydroascorbate transporter, TRAP permease small subunit for TRAP (TRipartite ATP-independent Periplasmic) family transporter YiaMNO",cp,FALSE,XYLUt2pp,0,2,(b3577 and b3578 and b3579)
b3578,1,45.3680153,G,yiaN,425,"L-dehydroascorbate transporter, TRAP permease large subunit for TRAP (TRipartite ATP-independent Periplasmic) family transporter YiaMNO",cp,FALSE,XYLUt2pp,0,2,(b3577 and b3578 and b3579)
b3579,1,35.969931,G,yiaO,328,"L-dehydroascorbate transporter, periplasmic binding protein for TRAP (TRipartite ATP-independent Periplasmic) family transporter YiaMNO",cp,FALSE,XYLUt2pp,0,2,(b3577 and b3578 and b3579)
b3566,1,35.7338857,G,xylF,330,D-xylose transporter subunit,cp,FALSE,XYLabcpp,0,2,(b3566 and b3567 and b3568)
b3567,1,56.4702084,G,xylG,513,fused D-xylose transporter subunits of ABC superfamily: ATP-binding components,cp,FALSE,XYLabcpp,0,2,(b3566 and b3567 and b3568)
b3568,1,41.0307128,G,xylH,393,D-xylose ABC transporter permease subunit,cp,FALSE,XYLabcpp,0,2,(b3566 and b3567 and b3568)
b4031,1,53.607849,,xylE,491,D-xylose transporter,cp,FALSE,XYLt2pp,0,0,b4031
b1857,1,33.7772306,P,znuA,310,zinc transporter subunit: periplasmic-binding component of ABC superfamily,cp,FALSE,ZNabcpp,0,2,(b1857 and b1859 and b1858)
b1859,1,27.7285743,P,znuB,261,zinc transporter subunit: membrane component of ABC superfamily,cp,FALSE,ZNabcpp,0,2,(b1857 and b1859 and b1858)
b1858,1,27.8673577,P,znuC,251,zinc transporter subunit: ATP-binding component of ABC superfamily,cp,FALSE,ZNabcpp,0,2,(b1857 and b1859 and b1858)
